,bact_name,4-hydroxystyrene,p-hydroxyphenylacetate,phenyllactate,azelate,sebacate,myristic acid,dodecanedioic acid,palmitic acid,tetradecanedioate,stearic acid,hexadecanedioic acid,eicosapentaenoic acid,arachidonic acid,eicosatrienoic acid,eicosenoate,12.13-diHOME,docosahexaenoic acid,carnosol,docosapentaenoic acid,adrenic acid,palmitoylethanolamide,nervonic acid,docosapentaenoic acid ,lithocholic acid,chenodeoxycholate,deoxycholic acid,7-ketodeoxycholate,alpha-muricholate,cholate,glycolithocholic acid,glycodeoxycholic acid,oleanolic acid,maslinic acid,taurolithocholic acid,taurochenodesoxycholic acid,taurodeoxycholic acid,urobilin,sphingosine,cholesterol,cholestenone,beta-sitosterol,propionate,alanine,oxalate,lactate,2-aminobutyric acid,malonate,alpha-hydroxybutyrate,serine,uracil,proline,alpha-ketoisovalerate,caproic acid,valine,succite,threonine,4-hydroxybenzaldehyde,nicotinate,4-methylcatechol,taurine,thymine,acetylalanine,leucine,aspartate,malate,adenine,hypoxanthine,phenylacetate,salicylate,4-nitrophenol,caprylic acid,alpha-ketoglutarate,2-hydroxyglutarate,methionine,tartarate,xylose,hydrocinnamic acid,guanine,xanthine,ribitol,histidine,orotate,imidazolelactate,fucose,phenylalanine,L-phenyllactic acid,urate,shikimate,suberate,arginine,citrulline,ascorbate,tyrosine,homovanillate,sorbitol,4-pyridoxate,azelaic acid,N-acetylglutamate,citrate,glucurote,tryptophan,1-3-7-trimethylurate,pantothete,cystine,pentadecanoate,pseudouridine,deoxyinosine,inosine,lactose,lithocholate,glycocholate,putrescine,beta-alanine,choline,cytosine,histamine,creatinine,N-acetylputrescine,betaine,nicotinic acid,pyroglutamic acid,pipecolic acid,hydroxyproline,creatine,isoleucine,asparagine,ornithine,1-methylnicotinamide,trigonelline,2-hydroxyphenethylamine,urocanic acid,imidazole propionate,4-guanidinobutanoic acid,butyrobetaine,acetylcholine,glutamine,lysine,glutamate,triethanolamine,pyridoxamine,carnitine,methionine sulfoxide,1-methylguanine,7-methylguanine,3-methylxanthine,3-methylhistidine,dimethyllysine,N-acetylspermidine,trimethyllysine,kynurenic acid,N-acetylglutamic acid,N-acetylhistidine,5-acetylamino-6-amino-3-methyluracil,ADMA,pantothenate,carnosine,anserine,2-deoxyadenosine,thiamine,atenolol,diacetylspermine,sphinganine,phytosphingosine,bilirubin,urobilin*
47,Clostridiales_bacterium_1_7_47FAA,0.0048854263,0.0039787446,0.005019452,0.0044707833,0.0070451736,-0.010028465,-0.0012088832,-0.00925587,-0.0068606604,-0.0039560897,-0.009184211,0.0005180619,0.0015340653,0.013155493,-0.009428675,-0.009394145,0.005020239,-0.014448337,0.019050507,0.01781008,0.009347137,0.012476155,0.023125792,0.0081774965,-0.008079685,0.010316803,0.0062781996,0.0023671682,-0.0076804026,0.01318594,0.010393709,-0.009694839,-0.00719916,0.0035350004,-0.012248972,0.01060077,-0.0031614378,0.0121975355,0.016513621,0.011392878,0.00768221,0.006119174,0.015623951,0.008619818,-0.0005761996,0.010619381,-0.0069603603,-5.506784e-05,0.016227491,0.013003281,0.017808925,0.022625618,0.006992584,0.014466391,-0.002092175,0.015771199,0.023375152,0.0051626135,-0.0027724572,0.0054514394,0.01622133,0.013349317,0.014285012,0.013406549,0.009329464,-0.009524943,0.0056872643,0.019657431,-0.011460114,0.009095855,-0.014441622,0.02148857,-0.014963324,0.016106185,-0.016512185,0.014994298,0.0013331549,-0.009181011,0.0131232105,-0.009487152,-0.0052586733,0.013559928,-0.012656375,0.003905337,0.011934169,0.0060869576,0.006326295,0.0048275827,0.011508081,-0.00363936,0.018074747,0.002336725,0.013010235,0.006392407,-0.010672786,0.010377489,0.006672327,0.002102479,-0.01658035,0.0013756753,0.011199599,-0.00241805,-0.0012396738,0.007882,0.007730887,0.007240504,0.0011424265,0.0067011225,0.010525368,0.009009582,-0.014470135,0.00047573817,-0.0017101994,-0.005806651,-0.02435524,0.015411765,-0.0028213265,-0.0043965313,-0.015130061,0.0042153727,0.0046453075,0.011750742,-0.021333305,-0.004451386,0.013495257,0.009850126,0.0004351653,0.010161494,1.1642265e-06,0.0045739696,0.012211343,0.005783307,-0.006000427,0.013636598,0.012548646,0.01353252,0.009240155,0.014539756,0.00032801885,0.008441209,0.004086493,0.0029370058,-0.017533995,-0.0028807754,0.009192882,-0.012508018,0.0027139354,-0.0027809124,-0.008752057,-0.010666427,-0.0032548078,0.0073182555,0.0034213962,-0.004776327,0.0010408742,-0.011111618,-0.014758472,0.0027663652,0.0074173952,-0.011771125,-0.011907982,0.016153708,-0.0129443165,9.689247e-05,-0.0020905803
48,Clostridium_asparagiforme,0.0055478616,0.006282998,0.005215025,-0.0059243245,-0.0062023397,-0.009002049,-0.009404045,-0.0024472035,-0.011291062,0.007985276,-0.007239877,0.0043675196,0.0051255347,0.012898838,-0.002348452,-0.003213591,0.006141393,-0.0056442902,0.01595276,0.015125333,0.011647821,0.017753819,0.017393036,-0.0031910848,0.004101819,0.0034720683,-0.0047905566,0.013461343,0.0044203806,-0.004848134,0.003947125,-0.0024697653,-0.0037170723,0.0005453993,0.002180507,0.012600497,-0.009528476,0.013894417,0.015063971,0.0016867359,0.009086759,-0.00662964,-0.0025673881,0.0025486073,-0.00125907,-0.0073294495,0.0034140188,-0.0014251836,-0.0016817729,-0.0016063026,-0.0007147332,0.002665162,-0.00023794615,-0.0026222519,-0.00145509,-0.0010781508,0.011020625,0.00041967435,-0.00089687144,0.009583068,-0.003509369,-0.0034542317,-0.0026392385,0.00012793759,-0.0065198527,-0.005997634,-0.005620166,0.0092380475,0.006444222,0.01986866,-0.016438954,0.0009626634,-0.026018417,0.0014456132,0.0027747743,-0.002203052,-0.004880243,-0.010132535,-0.0031490617,-0.012168403,-0.00882231,-0.009627782,-0.007865945,0.0038453436,-0.003023799,-0.011240452,-0.010819124,0.0010702565,-0.0049086655,0.0023450216,0.001553319,-0.012396933,-0.0022855755,-0.0124010015,-0.0091732135,0.0011732997,-0.003588614,-0.009879252,-0.00064519385,0.0008217074,-0.0031129124,0.00017048953,0.0030460567,-0.0005701708,-0.008711829,-0.011230293,-0.011571508,0.001396076,-0.0032777563,-0.00067570806,-0.0032172902,-0.005130269,-0.012109183,-0.0034919495,-0.019708363,0.0024932625,0.0017903814,0.0003227078,-0.0073297485,0.0032326407,-0.0014418954,0.0025409218,-0.0059506022,0.0037235727,-0.00493492,0.0005848434,0.0011825473,0.008839887,-0.0012997712,0.009315187,-0.0022338433,0.0020387308,-0.0038507285,0.0048510656,0.011446073,-4.292197e-06,-0.0077977222,-0.0025273622,0.009414239,-0.008282633,0.004693197,-0.00272205,-0.01959485,-0.006263973,0.0037263555,-0.001501001,-0.0028610486,-0.0038427054,-0.0133556975,0.0051238616,-0.009740125,-0.0073445053,-0.0026398154,-0.0012227898,0.002715562,-0.0021047716,0.00045747682,-0.00820031,0.004115912,-0.0012778167,0.0019007868,-0.002854894,-0.0022188807,0.013429606,-0.008923187
49,Clostridium_bartlettii,0.008715153,0.03443295,0.002549052,-0.010514085,-0.008496478,-0.013942758,-0.017859964,-0.024816608,0.0013472667,-0.03393203,-0.016531648,0.01996869,0.022846349,0.035791386,-0.01804974,0.015295237,0.022010181,-0.024742,0.03380913,0.0353784,0.030556684,-0.012051747,0.037377175,-0.0024459688,0.027650764,-0.001502306,-0.015362595,0.02468,0.024771066,0.0133487405,0.0084141735,-0.021252718,-0.01163487,0.022935452,0.015565496,0.021320218,-0.030779617,0.032748114,0.034142543,-0.021070354,0.016140549,0.020356487,0.039106943,0.035434723,0.023017628,0.035166353,0.020147378,0.033924874,0.03869471,0.029343067,0.03391523,0.034552686,-0.0067642285,0.038942624,0.027424704,0.04049749,0.016565531,0.00941614,-0.02468906,0.036929354,0.033546496,0.037953794,0.038214862,0.039519597,0.035090823,-0.01693627,0.024081845,0.010581276,0.013842494,0.014303866,-0.021356683,0.041982602,-0.01088214,0.03250248,-0.006664501,0.024963219,0.00023135364,-0.021360693,0.03380941,0.010527459,0.017219545,0.030019775,0.01430337,0.020412097,0.036650334,0.027821228,0.010300988,0.004101144,-0.0020682695,0.019498028,0.03633341,0.0058952845,0.03568229,0.02067142,0.020466382,0.02091911,-0.008988098,-0.0011811865,-0.020603025,0.0034994504,0.04013356,-0.023751628,0.010763851,0.03655401,-0.02896607,0.022658743,0.025703333,0.0031113136,0.027241068,-0.0037157862,0.008859916,0.030037811,0.030746859,0.02494921,-0.007145058,0.035130285,0.02397334,0.028641554,0.0045844973,0.0035400074,0.026159309,-0.0065568816,-0.009890979,0.016839864,0.032779064,0.034746014,0.017304026,0.019126821,0.0112953,0.02529621,0.02822055,0.016158657,0.030929292,0.033477116,-0.012086031,0.036632534,0.036313366,0.029549463,-0.022198765,0.0027018427,0.018670745,0.007660828,0.0013169642,0.021939842,0.022440927,0.014935574,0.037491765,0.036515996,0.02615159,0.0018029101,-0.020600786,0.027461953,-0.02240266,0.027933605,0.0042566187,-0.016928552,-0.0030901819,0.022164717,-0.002265216,0.012399001,0.023975346,0.0026914058,0.028280355,-0.0013253235,-0.032514475
50,Clostridium_bolteae,-0.012866067,-0.004631509,-0.013748291,-0.03697067,-0.026491351,0.027873697,-0.023691287,0.031783424,-0.026183613,0.031948037,-0.04752009,-0.01621327,-0.01607328,0.024234837,0.021310432,-0.008261958,-0.015524037,-0.016049169,0.029247692,0.021695128,0.032867648,0.047731366,0.035622124,-0.010731685,0.017949305,-0.013419227,-0.018622724,0.03988521,0.016365966,-0.0074993116,-0.00570024,-0.007982063,-0.017824188,-0.009124632,-0.005164166,-1.9336632e-05,-0.025790192,0.032574847,-8.198116e-06,-0.0027027375,-0.007566186,-0.0009669903,-0.02515656,-0.016831804,-0.024062414,-0.006047871,-0.018853448,-0.02789742,-0.030091424,-0.022539895,-0.025121912,-0.027994616,-0.007757871,-0.02330936,-0.023086669,-0.033192676,-0.004930102,-0.019390056,0.012871382,-0.009016185,-0.031890813,-0.02617584,-0.02681233,-0.028812818,-0.040075622,0.007980921,-0.032148167,0.022740893,-0.018938275,0.014562868,0.0083265845,-0.03579317,-0.007281657,-0.015559061,-0.0025761428,-0.025033185,-0.031685587,-0.00837461,-0.03272539,-0.027377183,-0.017301505,-0.032295633,0.006002748,-0.009669889,-0.020558767,-0.023421941,-0.02418498,-0.0039983555,-0.024267092,-0.018336894,-0.04139265,-0.023487909,-0.02452659,-0.011901826,-0.017425194,-0.011679523,-0.02407267,-0.036055014,0.011217686,-0.019646473,-0.021453472,0.020897556,-0.021495497,-0.026436813,0.042001143,-0.037025057,-0.04368946,-0.020826302,0.008690499,-0.0056018787,0.01901917,-0.016240923,0.0062225843,-0.026077008,0.003783417,-0.005497192,-0.0023832633,-0.0014717898,-0.025476072,-0.010448853,-0.029522426,0.01523058,0.010117586,0.004448775,-0.028517818,-0.033289395,-0.04307328,0.009985176,-0.004458302,0.027847238,-0.040977016,0.004533847,-0.028804231,-0.0059677297,0.0014961073,-0.036748167,-0.051891122,-0.042747993,0.016915793,-0.016450556,0.005769925,-0.019366683,-0.02688481,-0.009174906,0.019558541,-0.02095636,-0.019543929,-0.020880757,-0.029638553,-0.000497385,-0.021199992,-0.04454201,0.024921896,-0.00684318,-0.01615923,0.002771106,0.0078104134,-0.037604354,-0.0073003564,0.0011361465,-0.015674662,0.030365959,0.00038473576,0.030043066,-0.021563632
51,Clostridium_clostridioforme,-0.002695587,0.032504983,-0.0059308233,-0.017947936,-0.012113686,-0.00025145925,-0.020878108,-0.0008439518,0.0012584146,-0.0032755905,-0.019279022,0.02118183,0.025156535,0.03486473,0.0006614162,0.0053501124,0.022348208,-0.028161475,0.03682978,0.034529112,0.032066084,0.0073292674,0.042606443,-0.005914954,0.030959196,-0.0015945929,-0.029068146,0.035997972,0.03161246,-0.006855609,0.003122035,-0.025873179,-0.012904052,0.012934284,0.01552891,0.020276155,-0.039101005,0.035725158,0.025519548,-0.02218037,0.0042740344,0.01200683,0.024247136,0.031449042,0.016759556,0.027017005,0.024504967,0.02582085,0.021948911,0.015721167,0.016853742,0.011377334,-0.007450235,0.02475829,0.022905393,0.022735793,-0.002704349,0.008475435,-0.012066985,0.029928064,0.008665081,0.028200803,0.024249118,0.02418296,0.022356939,-0.0029737044,0.008249682,0.017678494,0.018573852,0.020046787,-0.019920498,0.018718462,-0.013235675,0.02185068,0.0026984813,0.015637275,-0.009696619,-0.02056281,0.015257713,0.0009818934,0.016651122,0.009387987,0.015875615,0.025315342,0.025320528,0.012264108,-0.010044772,-0.0020366975,-0.005918939,0.019483607,0.019379439,-0.008488354,0.020450797,0.012026135,0.011063647,0.00042831272,-0.013778,-0.004170067,-0.004911525,0.0040916847,0.024514632,-0.009789095,0.011907238,0.022451373,-0.025762731,0.0053877933,0.00017848397,-0.0067397607,0.023191106,-0.0056564454,0.016536063,0.027610645,0.0268769,0.016558934,-0.0018887596,0.024799569,0.024097769,0.030912666,0.0020878306,0.008164037,0.016071066,-0.012097113,0.0010000011,0.026098104,0.014028021,0.0074264836,0.004055376,0.019766215,0.019200986,0.03820004,0.009382961,0.014772684,0.022597397,0.021198586,-0.004645237,0.02032687,0.014044862,0.015668297,-0.012365725,-0.009622419,0.014195096,0.0036932835,-0.005627999,0.00887702,0.016325459,0.005119157,0.02502628,0.028838074,0.013849553,0.0031925202,-0.018772192,0.009516212,-0.018606486,0.030207764,0.0007610345,-0.0012215808,0.0006102437,0.007345596,-0.005341888,0.013530101,0.028232632,-0.0050160605,0.024437822,0.009632753,-0.036566846
52,Clostridium_hathewayi,-0.001944362,0.012690608,-0.003836672,-0.0030966687,-0.007425259,-0.0054484797,-0.0050914963,-0.0039670714,0.0016715106,0.0066983956,0.006553965,0.012718121,0.016056143,0.012911502,-0.0038752751,-0.00080221304,0.014130184,-0.008228727,0.014781549,0.015823558,0.007277291,0.008783232,0.015365427,-0.013685341,0.009820039,-0.006249608,-0.0133954715,0.011357507,0.012676532,-0.009350481,-0.003770176,-0.0063425326,-0.004230294,-0.00383424,0.011359053,0.0045204256,-0.013559252,0.014277807,0.01650162,-0.005207632,0.008156184,-0.00950253,0.007260492,0.01210256,0.01277075,0.0023882347,0.012458969,0.013856519,0.006070243,0.00394112,0.008244777,0.007322245,-0.0009935119,0.0072290306,0.009330119,0.0075018303,0.012512553,-0.005101938,-0.011725668,0.015591055,0.004740986,0.0068127005,0.0074631516,0.0070577823,0.0041324263,-0.0044733416,-0.00015444968,-0.0012451634,0.015108719,0.0132034235,-0.014973383,0.008648516,-0.020426726,0.0060887635,0.009386747,0.0012431514,-0.0038586054,-0.015047195,0.0012791469,-0.0006162344,-0.0006982213,-0.002926267,0.0016066812,0.007362758,0.007014464,-0.0003010278,-0.006855645,0.004945878,-0.0057940944,0.009924717,0.0074042636,-0.014131465,0.005324261,-0.0021666377,0.002812405,0.0014950224,-0.004660128,-0.0031296008,0.0010705033,-0.0029217985,0.007054987,-0.0035043722,0.008457258,0.01163401,-0.018649064,-0.00289291,-0.0017802621,0.00057695014,-0.0021052929,-0.01320546,0.002437663,0.004212368,-0.009393935,0.009200067,-0.014765045,0.007974527,0.0117178885,0.0068594073,0.0050868345,-0.0010049497,0.0072802776,-0.0052158535,0.0012240685,0.014583192,0.0046625324,0.0072664316,0.0134023605,0.0088097425,-0.0006698893,0.014951513,0.003608262,-0.0030920843,0.0019310084,0.0013195104,0.0051415586,0.008209638,0.0042810123,0.0052813315,0.008151445,-0.015308592,0.014869381,0.0063968073,-0.008009633,0.0007049616,0.0023820265,0.00806078,0.008237003,0.0025810641,0.00034001243,0.0097846575,-0.0063290875,0.0014001899,-0.0077800956,0.012692126,0.0016653438,-0.00025844338,0.0036357692,-0.00013691295,-0.0011510699,0.0019501555,0.0097378325,-0.010928496,0.0044186953,0.012813533,-0.012322559
53,Clostridium_leptum,0.02039923,0.007202687,0.022260707,0.033553056,0.0342477,-0.03684286,0.0072208983,-0.04767313,-0.029694768,-0.047265448,-0.01784209,-0.0359632,-0.040381853,-0.016175007,-0.041684166,-0.011481685,-0.033323452,0.0009137825,-0.020362362,-0.019365495,-0.005460279,-0.027442241,-0.015985398,0.03136128,-0.028300555,0.02450657,0.03962121,-0.020236457,-0.036958188,0.044431034,0.027366193,0.018064529,0.011879541,0.0062866877,-0.029227799,0.015217427,0.024642346,-0.013815224,0.0035107299,0.0364555,0.011608974,0.022313077,0.017024122,-0.0009042535,-0.031158488,0.009928812,-0.02606437,-0.028001206,0.021397455,0.029833116,0.020819278,0.04238146,0.013073051,0.01783268,-0.024641259,0.021051614,0.03721318,0.018176591,-0.0014064673,-0.009963877,0.038716592,-0.00061079266,0.014487562,0.012606297,0.013572164,-0.017477786,0.016031232,0.028636027,-0.02822086,-0.011680561,0.0016344078,0.032075673,-0.006878352,0.02288248,-0.04389666,0.023781331,0.010410174,-0.0040165703,0.025909038,-0.016114127,-0.033011355,0.028044855,-0.032614574,-0.019629132,0.010236759,0.016801901,0.018442215,0.004299804,0.038494524,-0.026531313,0.02830609,0.027061448,0.019319683,0.012384978,-0.025917156,0.03094239,0.03700075,0.010260246,-0.047121268,0.011272984,0.008787186,0.001870306,-0.018159732,-0.008511502,0.020928724,0.027685963,0.034875363,0.015363418,-0.0041732457,0.035148248,-0.027775872,-0.004726418,-0.0010983165,-0.03148784,-0.019242233,0.010295595,-0.02109358,-0.012821717,-0.036222316,0.012995514,-0.006134936,0.02843407,-0.046397973,-0.042399067,0.022647081,0.02161129,-0.012076632,-0.0044776364,-0.0035167206,-0.026403127,0.03104174,-0.0050725853,0.0067346646,0.002656757,0.03092334,0.018200295,0.01716494,0.020145202,-0.015568366,0.03765539,-0.021899156,-0.025640545,-0.015664063,0.012528769,0.020400228,-0.011742073,-0.01170135,0.001374119,-0.016318545,-0.027362604,0.003865098,0.008796527,0.021276016,-0.026463486,0.016029183,-0.05154426,-0.019709593,0.013399555,0.02427894,-0.012987189,-0.03005806,0.020619897,-0.024787964,-0.019429374,0.021267753
54,Clostridium_nexile,0.0013115439,0.0022687607,-0.0050458605,-0.015021044,-0.014331141,0.0067788167,-0.006953902,0.00542729,0.018245779,-0.00035848867,0.005765976,0.01962045,0.021775033,0.023309562,0.008912275,0.022020258,0.020460436,-0.0074254763,0.018481687,0.019695178,0.00634216,0.0011575843,0.012865045,-0.015391328,0.019914437,-0.0068013505,-0.01747597,0.011643914,0.021200214,-0.0032078582,-0.0036357304,-0.0058650775,-0.0015515483,0.01605581,0.025844827,0.008341722,-0.021681955,0.0037542805,0.0119176265,-0.026517116,0.010117057,-0.0047994526,0.0036241561,0.014176206,0.022053462,0.0022494046,0.022634335,0.020544332,-0.0036550655,-0.0079643,-0.0010154364,-0.0040595774,-0.010248479,0.0031484363,0.018250296,0.002538809,0.0028274825,-0.010116459,-0.016656585,0.019145358,-0.0017545882,0.011299108,0.0051884456,0.00027003026,0.009374664,-0.005114753,-0.001316483,-0.018694866,0.019288419,0.010412901,-0.004024204,0.0043945713,-0.0036183712,-0.0129382275,0.01928623,-0.006916499,-0.013398025,-0.012552892,0.00051145576,0.012860852,0.020856097,-0.0038399114,0.009857822,0.020117331,0.005578686,0.0061150496,-0.0026679814,-0.0025188955,-0.021223502,0.009577641,-0.008309724,-0.017864242,0.0015520018,0.0018544297,0.01532733,-0.005465244,-0.016346268,-0.008981806,0.013525802,-0.010022447,0.009016502,-0.013706378,0.0055475975,0.017522613,-0.03390351,-0.006986033,-0.010376663,0.0024408435,0.00919773,-0.016285963,0.021683345,0.013439655,0.0016708013,0.02072548,-0.0078306915,0.0063978643,0.019044196,0.015214856,0.01868901,-0.023703985,0.013641108,-0.02255645,0.016958984,0.025090633,0.0014322891,0.0065559624,0.015493181,0.010072746,0.004821733,0.016233634,-0.005689195,0.0022880128,0.013863453,0.008101756,-0.014264908,0.0053983987,0.006811853,-0.0049108374,0.008437347,-0.022882769,0.01580001,0.016518045,0.010585117,0.009534302,0.0035082183,0.0065762927,0.014357668,0.011619367,0.017849162,0.015031327,-0.010723486,0.0088980915,-0.020792374,0.017455896,-0.007561299,0.007924727,0.007985744,-0.0006222718,-0.013427674,0.0077352766,0.019447636,-0.016792355,0.021289777,0.011022343,-0.023023708
55,Clostridium_perfringens,-0.009152334,-0.0026032496,-0.012234634,-0.0033260605,-0.006893762,0.012418994,0.0039601033,0.012794057,0.023686739,0.009199459,0.018254334,0.013050785,0.016135827,0.0067655165,0.0059606307,0.007706997,0.012764536,-0.0054293587,0.0038247353,0.0065181293,-0.005172434,0.003604272,-0.00067881687,-0.014365361,0.009843368,-0.014982049,-0.012000549,-0.004301823,0.013903442,-0.0083083995,-0.009924651,-0.0073649604,-0.005795005,0.00041114955,0.01865833,-0.009487633,-0.008454721,0.0023214666,0.0017726575,-0.013030826,0.001129348,-0.00940127,0.0032831193,0.008104434,0.021714713,-0.0020568965,0.011506899,0.0158433,0.00047334816,-0.0073243324,0.0037694785,-0.007958896,-0.0075914566,0.002310362,0.017642144,0.003903524,-0.0063284766,-0.013800472,-0.009230406,0.0064380406,-0.00034544422,0.010709685,0.0051179356,0.0024481034,0.004552561,0.0028770056,-0.004473241,-0.01753413,0.007792979,-0.007091767,0.0045223776,0.0003381483,0.0066852435,-0.0059014494,0.02031459,-0.003229354,-0.007321406,-0.007880802,-0.0042124433,0.020812504,0.0164662,0.0006926688,0.0127963,0.012444731,0.005299173,0.0022846186,0.011773266,0.0039809477,-0.00866176,0.016042426,-0.006821585,-0.0062527345,0.0019907085,0.0020452451,0.017691925,-0.003631657,-0.0060299067,0.0031444146,0.019540431,-0.017119313,0.0065453546,-0.0008599768,0.006390116,0.0135326,-0.009252963,0.0015121495,5.571549e-05,0.0032373008,0.004212397,-0.01996186,0.016254945,0.005193191,-0.0047757286,0.019322718,-0.0011699336,0.00069456885,0.012824719,0.0023776935,0.019815214,-0.014180536,0.0128583405,-0.016071808,0.015625942,0.018406456,0.0025783468,0.00413848,0.009147492,0.008458738,0.00794628,0.0057655964,-0.0041012983,-0.004577059,0.0035700998,-0.0005989801,-0.016128683,0.0044584232,0.007354234,0.0015943911,0.009379205,-0.01677074,0.017557569,0.018535938,0.015174758,0.004211474,-0.0050048297,0.007322112,0.009322095,-0.0003993099,0.014639302,0.009031663,0.0032677334,0.006043172,-0.005376375,0.012519456,-0.008045987,0.015127988,0.0016702585,0.0035295887,-0.013012067,-0.002015076,0.0038654553,-0.007141119,0.009764434,0.0031699263,-0.0076308423
56,Clostridium_ramosum,-0.012882441,0.013911853,-0.019778779,-0.0051875925,-0.01571996,0.010901022,-0.00435664,0.008399256,0.023156686,0.0027440507,0.010711347,0.022444086,0.027770016,0.020464405,0.0015294497,0.011095893,0.021959756,-0.018782178,0.0190244,0.0206572,0.013104711,0.0071296934,0.019411575,-0.02156598,0.023182368,-0.033374447,-0.024071807,0.0106494855,0.028342197,-0.011849452,-0.015831828,-0.019359645,-0.01714467,0.006320575,0.027793083,-0.009754107,-0.022531474,0.023850119,0.0152498605,-0.01492534,0.0013511155,0.0025706813,0.01915226,0.021860378,0.028639002,0.015765632,0.011775884,0.026312476,0.01784996,0.0083539,0.019859245,0.0020360602,-0.012535461,0.019061657,0.026480485,0.019818433,-0.003938125,-0.014278686,-0.011711888,0.018281382,0.011771645,0.024751572,0.021275688,0.018270276,0.013575473,-0.0030981032,0.0031024462,-0.00897896,0.01008727,-0.0068364884,-0.005929032,0.0125071015,0.0028239759,0.012073074,0.015221516,0.009705599,-0.007153017,-0.019589992,0.008264208,0.02760679,0.018574554,0.014739271,0.028340153,0.01497262,0.022054479,0.010222617,0.017246109,0.0136682335,-0.0072187716,0.026268968,0.007104321,-0.0050246906,0.016858783,0.010945435,0.026339753,0.0070200693,-0.0064607468,0.0023062662,0.01136398,-0.019589277,0.023775682,0.005356442,0.0058047795,0.027422624,-0.007842831,0.016443992,0.013932972,0.0070024063,0.01396607,-0.029128026,0.027555661,0.01509904,0.011361748,0.029010473,0.0046360283,0.0075707054,0.025079515,0.012792494,0.020264832,-0.010627529,0.02324432,-0.01586995,0.014478177,0.025568519,0.016171513,0.016848184,0.012974942,0.020718362,0.024634514,0.021726273,0.007181826,-0.005171972,0.013609477,0.008091156,-0.018155497,0.018832214,0.019292688,0.01467655,0.003428784,-0.018353267,0.02607893,0.02000451,0.015404782,0.010700431,0.0067892633,0.016625334,0.024147695,0.010461545,0.022396702,0.009851868,-0.0039232285,0.012818001,0.00044333446,0.028022721,-0.00969403,0.008079093,-0.0017286593,0.012258145,-0.011157954,0.0009591725,0.0085645495,0.0003694764,0.019639133,-0.00034458266,-0.02000125
57,Clostridium_scindens,0.016807055,0.019079685,0.014229383,-0.014958586,-0.0061968667,-0.015416265,-0.021001294,-0.018067623,-0.025018113,-0.025770718,-0.043813433,-0.0003916967,-0.005007342,0.019995952,-0.008248648,0.011191364,0.0009836667,-0.010566208,0.01881535,0.014328239,0.028548956,-0.0022162148,0.022848582,0.013509665,0.010343619,0.013593772,0.0011614492,0.021182198,0.0026644021,0.019052146,0.019035427,-0.0023955884,-0.0011684167,0.021852054,-0.005344287,0.027982924,-0.01794525,0.015510303,0.015354409,-0.008278712,0.011781417,0.014507697,0.0073847934,0.007965956,-0.011383873,0.011153091,0.0058492864,-0.0068663876,0.009835044,0.009592836,0.0052828467,0.013560038,-0.0029472413,0.0135674905,0.0011204282,0.010156573,0.005136006,0.014044228,-0.00034845405,0.011667074,0.008622092,0.0039011627,0.009451745,0.009930719,0.006872015,-0.017057974,0.007730394,0.016872453,0.0048003346,0.017629255,-0.012459284,0.00836615,-0.02338577,0.012931507,-0.016503269,0.0041429307,-0.006884423,-0.0030189499,0.012083693,-0.016863123,-0.0041995174,0.006812532,-0.0065115513,-0.0011930485,0.008777415,0.0051663714,-0.009462715,-0.012582922,-0.009586654,-0.0046461057,0.013750092,0.000671773,0.010637105,0.0018283571,-0.010810489,0.010667008,-0.009642366,-0.013143068,-0.022393296,0.013089145,0.009438821,-0.010071877,-0.0054453956,0.0035759374,-0.009777507,-0.00042484325,-0.00062938116,0.00032596264,0.011278803,0.018460032,0.00025949534,0.010474656,0.016882902,-0.008681501,-0.009763629,0.014172702,0.003880637,0.0143619105,-0.016902285,0.009286239,0.0009345598,0.0054442678,-0.014905244,-0.006207176,0.009360772,0.013024697,-0.0023119207,0.01566724,0.008005931,0.008761873,0.008312693,0.009729699,0.02145595,0.019869987,0.007313252,0.009813137,0.006024602,0.003543778,-0.013638687,0.010966705,-0.009161846,-0.016650883,-0.020307956,0.009384376,0.01684548,-0.008588126,0.009188232,0.021579802,-0.0015011221,-0.003624672,-0.019620083,-0.004408022,-0.010014654,0.0024354784,0.011036786,-0.021195607,-0.012460789,0.0016073716,0.012762357,0.015940942,0.010880878,0.009963509,0.020476691,0.00031793624,-0.022254609
